Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Start date,End date,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga,Cluster
Magic Kaito,Adventure,932.0,2274,7.78,12,24 min. per ep.,TV Special ,Apr 2010 , Dec 2012,74058,7.79,1336.0,2418.0,8094.0,Unknown,"May  27, 1987 to ?",['Shounen'],Shounen Sunday,"Aoyama, Gosho (Story & Art)",True,1
Akagami no Shirayuki-hime,Drama,933.0,292,7.77,12,24 min. per ep.,TV ,Jul 2015 , Sep 2015,683101,8.23,385.0,216.0,69261.0,Unknown,"Aug  10, 2006 to ?",['Shoujo'],LaLa DX,"Akizuki, Sorata (Story & Art)",True,1
Love Live! School Idol Project 2nd Season,Other,930.0,818,7.78,13,23 min. per ep.,TV ,Apr 2014 , Jun 2014,260764,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Jin-Rou,Drama,928.0,1273,7.78,1,1 hr. 42 min.,Movie ,Jun 2000 , Jun 2000,183834,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Lupin the Third: Mine Fujiko to Iu Onna,Action,943.0,2482,7.77,13,23 min. per ep.,TV ,Apr 2012 , Jun 2012,64695,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Hoozuki no Reitetsu,Comedy,925.0,1490,7.78,13,24 min. per ep.,TV ,Jan 2014 , Apr 2014,132765,7.62,2088.0,3659.0,5427.0,277,"Mar  3, 2011 to Jan  9, 2020",['Seinen'],Morning,"Eguchi, Natsumi (Story & Art)",True,1
Hug tto! Precure,Action,926.0,4857,7.78,49,24 min. per ep.,TV ,Feb 2018 , Jan 2019,17637,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Higashi no Eden,Mystery,924.0,341,7.78,11,23 min. per ep.,TV ,Apr 2009 , Jun 2009,569001,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Enen no Shouboutai: Ni no Shou,Action,921.0,277,7.78,24,24 min. per ep.,TV ,Jul 2020 , Dec 2020,780761,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Hataraku Maou-sama!,Comedy,922.0,67,7.78,13,24 min. per ep.,TV ,Apr 2013 , Jun 2013,1572975,7.79,1316.0,453.0,37013.0,Unknown,"Dec  27, 2011 to ?",[],Dengeki Daioh,"Wagahara, Satoshi (Story), Hiiragi, Akio (Art)",True,1
Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,Other,919.0,2778,7.78,1,1 hr. 56 min.,OVA ,Jul 2009 , Jul 2009,49432,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Digimon Adventure,Action,935.0,499,7.77,54,24 min. per ep.,TV ,Mar 1999 , Mar 2000,404905,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Free! Movie 4: The Final Stroke - Zenpen,Other,937.0,2666,7.77,1,1 hr. 25 min.,Movie ,Sep 2021 , Sep 2021,59791,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Isekai no Seikishi Monogatari,Action,927.0,1058,7.78,13,45 min. per ep.,OVA ,May 2009 , May 2010,202392,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
BanG Dream! Garupa☆Pico,Other,917.0,4246,7.78,26,3 min. per ep.,ONA ,Jul 2018 , Dec 2018,22674,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Hibike! Euphonium Movie 2: Todoketai Melody,Other,923.0,3755,7.78,1,1 hr. 55 min.,Movie ,Sep 2017 , Sep 2017,32055,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,Comedy,929.0,3266,7.78,1,1 hr. 28 min.,Movie ,Dec 2016 , Dec 2016,43287,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Zan Sayonara Zetsubou Sensei Bangaichi,Other,915.0,3081,7.78,2,26 min. per ep.,OVA ,Nov 2009 , Feb 2010,40939,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Yuru Yuri Nachuyachumi!+,Comedy,914.0,2622,7.78,2,24 min. per ep.,TV Special ,Aug 2015 , Sep 2015,56209,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,Fantasy,918.0,3061,7.78,1,26 min.,OVA ,Sep 2017 , Sep 2017,43590,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Saenai Heroine no Sodatekata ♭,Comedy,909.0,591,7.78,11,22 min. per ep.,TV ,Apr 2017 , Jun 2017,371125,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Hadashi no Gen,Other,939.0,2784,7.77,1,1 hr. 23 min.,Movie ,Jul 1983 , Jul 1983,55147,8.34,266.0,1672.0,11540.0,54,"May  22, 1973 to Sep  10, 1974",['Shounen'],Shounen Jump (Weekly),"Nakazawa, Keiji (Story & Art)",True,1
Mind Game,Adventure,907.0,2152,7.78,1,1 hr. 43 min.,Movie ,Aug 2004 , Aug 2004,87460,7.39,3761.0,9654.0,1761.0,15,1994 to  1996,[],,"Nishi, Robin (Story & Art)",True,2
Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,Action,911.0,2467,7.78,1,2 hr.,Movie ,Jan 2018 , Jan 2018,73086,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Taishou Otome Otogibanashi,Comedy,906.0,1756,7.79,12,23 min. per ep.,TV ,Oct 2021 , Dec 2021,149188,8.25,361.0,725.0,24005.0,42,"Jul  4, 2015 to Sep  4, 2017",['Shounen'],Jump SQ.,"Kirioka, Sana (Story & Art)",True,1
Tunshi Xingkong,Other,913.0,8913,7.78,26,22 min. per ep.,ONA ,Nov 2020 , May 2021,8136,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Seitokai Yakuindomo Movie 2,Other,910.0,3757,7.78,1,1 hr. 20 min.,Movie ,Jan 2021 , Jan 2021,33032,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Lupin III: Part II,Action,902.0,3420,7.79,155,25 min. per ep.,TV ,Oct 1977 , Oct 1980,35747,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
The Last: Naruto the Movie,Action,912.0,350,7.78,1,1 hr. 52 min.,Movie ,Dec 2014 , Dec 2014,615451,7.88,1038.0,4743.0,4077.0,5,"Dec  8, 2014",['Shounen'],,"Kishimoto, Masashi (Story), Kyouzuka, Maruo (Story)",True,1
Break Blade Movie 3: Kyoujin no Ato,Action,895.0,2462,7.79,1,47 min.,Movie ,Sep 2010 , Sep 2010,59380,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Macross F Movie 1: Itsuwari no Utahime,Action,894.0,3527,7.8,1,1 hr. 59 min.,Movie ,Nov 2009 , Nov 2009,31490,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Last Exile,Action,892.0,1194,7.8,26,24 min. per ep.,TV ,Apr 2003 , Sep 2003,176457,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Saraiya Goyou,Drama,905.0,1962,7.79,12,23 min. per ep.,TV ,Apr 2010 , Jul 2010,94146,8.09,596.0,2132.0,9110.0,59,"Nov  25, 2005 to Jul  24, 2010",['Seinen'],Ikki,"Ono, Natsume (Story & Art)",True,1
Saiyuuki Reload: Burial,Action,904.0,5085,7.79,3,33 min. per ep.,OVA ,Apr 2007 , Dec 2007,13557,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),Action,891.0,887,7.8,1,1 hr.,Movie ,Dec 2007 , Dec 2007,243006,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Ginga Tetsudou 999,Adventure,886.0,3401,7.8,113,25 min. per ep.,TV ,Sep 1978 , Mar 1981,39532,8.08,610.0,7616.0,2380.0,46,1996 to  2004,['Seinen'],Big Gold,"Matsumoto, Leiji (Story & Art)",True,1
New Initial D Movie: Legend 2 - Tousou,Other,908.0,3814,7.78,1,1 hr.,Movie ,May 2015 , May 2015,31842,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Colorful (Movie),Drama,920.0,1082,7.78,1,2 hr. 7 min.,Movie ,Aug 2010 , Aug 2010,200248,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,Action,885.0,3879,7.8,7,49 min. per ep.,OVA ,Jul 1992 , Jan 1998,27561,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Lucky☆Star: Original na Visual to Animation,Other,893.0,1455,7.8,1,42 min.,OVA ,Sep 2008 , Sep 2008,133999,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",Drama,882.0,794,7.8,1,24 min.,Special ,Jul 2009 , Jul 2009,265407,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
InuYasha Movie 3: Tenka Hadou no Ken,Action,889.0,1828,7.8,1,1 hr. 38 min.,Movie ,Dec 2003 , Dec 2003,102771,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Innocence,Other,888.0,1285,7.8,1,1 hr. 39 min.,Movie ,Mar 2004 , Mar 2004,164705,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Wan Sheng Jie 3,Comedy,880.0,8881,7.8,12,4 min. per ep.,ONA ,Jan 2022 , Apr 2022,8428,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Emiya-san Chi no Kyou no Gohan,Comedy,884.0,1578,7.8,13,13 min. per ep.,ONA ,Jan 2018 , Jan 2019,133579,7.79,1312.0,5577.0,3425.0,Unknown,"Jan  26, 2016 to ?",[],Young Ace UP,TAa (Story & Art),True,1
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,Drama,874.0,4947,7.81,1,47 min.,Movie ,Apr 2017 , Apr 2017,14994,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Wolf's Rain,Action,873.0,629,7.81,26,23 min. per ep.,TV ,Jan 2003 , Jul 2003,331033,7.15,6496.0,1332.0,14235.0,11,"Feb  26, 2003 to Jan  26, 2004",['Seinen'],Magazine-Z,"Nobumoto, Keiko (Story), Iida, Toshitsugu (Art)",True,2
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Action,872.0,1628,7.81,1,2 hr.,Movie ,Jun 2015 , Jun 2015,134786,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Saint☆Oniisan (Movie),Comedy,869.0,1937,7.81,1,1 hr. 29 min.,Movie ,May 2013 , May 2013,96979,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Akebi-chan no Sailor-fuku,Other,881.0,1433,7.8,12,23 min. per ep.,TV ,Jan 2022 , Mar 2022,186757,7.8,1275.0,1823.0,10518.0,Unknown,"Aug  2, 2016 to ?",['Seinen'],Tonari no Young Jump,Hiro (Story & Art),True,1
Tamayura: Sotsugyou Shashin Part 3 - Akogare,Comedy,878.0,5867,7.8,1,51 min.,Movie ,Nov 2015 , Nov 2015,10573,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Magi: Sinbad no Bouken,Action,867.0,1502,7.81,5,24 min. per ep.,OVA ,May 2014 , Jul 2015,137525,8.1,568.0,493.0,34128.0,182,"May  8, 2013 to Apr  25, 2018",['Shounen'],MangaONE,"Ohtaka, Shinobu (Story), Ohtera, Yoshifumi (Art)",True,1
Little Witch Academia,Adventure,865.0,657,7.81,1,26 min.,Movie ,Mar 2013 , Mar 2013,313741,7.35,4151.0,3032.0,6580.0,17,"Dec  26, 2016 to Aug  25, 2018",['Shounen'],Shounen Ace,"Yoshinari, You (Story), Satou, Keisuke (Art)",True,2
Seikai no Senki II,Action,871.0,4018,7.81,10,25 min. per ep.,TV ,Jul 2001 , Sep 2001,24345,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Machikado Mazoku: 2-choume,Comedy,866.0,2918,7.81,12,24 min. per ep.,TV ,Apr 2022 , Jul 2022,68943,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Shingeki no Kyojin: Lost Girls,Action,877.0,743,7.8,3,25 min. per ep.,OVA ,Dec 2017 , Aug 2018,313217,7.8,1282.0,2805.0,7069.0,3,"Dec  9, 2014",[],,"Seko, Hiroshi (Story)",True,1
Jormungand,Action,863.0,601,7.81,12,24 min. per ep.,TV ,Apr 2012 , Jun 2012,367706,7.79,1338.0,1383.0,13756.0,70,"Apr  19, 2006 to Jan  19, 2012",['Seinen'],Sunday Gene-X,"Takahashi, Keitarou (Story & Art)",True,1
Hidamari Sketch x ☆☆☆ Specials,Comedy,862.0,4861,7.81,2,24 min. per ep.,Special ,Oct 2010 , Oct 2010,15613,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kekkai Sensen & Beyond,Action,864.0,484,7.81,12,24 min. per ep.,TV ,Oct 2017 , Dec 2017,442259,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Coquelicot-zaka kara,Other,858.0,1160,7.81,1,1 hr. 35 min.,Movie ,Jul 2011 , Jul 2011,207839,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
City Hunter 3,Action,857.0,4340,7.81,13,24 min. per ep.,TV ,Oct 1989 , Jan 1990,22385,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Baby Steps,Other,856.0,1353,7.81,25,24 min. per ep.,TV ,Apr 2014 , Sep 2014,147907,8.12,537.0,690.0,25232.0,462,"Oct  17, 2007 to Nov  1, 2017",['Shounen'],Shounen Magazine (Weekly),"Katsuki, Hikaru (Story & Art)",True,1
Aria the Crepuscolo,Fantasy,855.0,5703,7.81,1,1 hr.,Movie ,Mar 2021 , Mar 2021,13057,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Lupin the IIIrd: Jigen Daisuke no Bohyou,Action,853.0,3760,7.82,1,51 min.,Movie ,Jun 2014 , Jun 2014,29921,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kuroko no Basket: Tip Off,Other,852.0,1802,7.82,1,25 min.,Special ,Feb 2013 , Feb 2013,105562,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Jungle wa Itsumo Hare nochi Guu,Comedy,851.0,3359,7.82,26,23 min. per ep.,TV ,Apr 2001 , Sep 2001,34790,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Heartcatch Precure!,Action,850.0,3592,7.82,49,24 min. per ep.,TV ,Feb 2010 , Jan 2011,33391,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Akachan to Boku,Comedy,845.0,4140,7.82,35,25 min. per ep.,TV ,Jul 1996 , Mar 1997,23641,7.64,2007.0,7183.0,2553.0,108,"May  2, 1991 to Jun  20, 1997",['Shoujo'],Hana to Yume,"Ragawa, Marimo (Story & Art)",True,1
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,Comedy,868.0,2925,7.81,1,25 min.,Special ,Apr 2010 , Apr 2010,44760,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Ai no Utagoe wo Kikasete,Drama,854.0,2599,7.81,1,1 hr. 49 min.,Movie ,Oct 2021 , Oct 2021,102083,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Jungle wa Itsumo Hare nochi Guu Deluxe,Comedy,890.0,5190,7.8,6,26 min. per ep.,OVA ,Aug 2002 , Jan 2003,12882,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Slayers Try,Adventure,843.0,2597,7.82,26,23 min. per ep.,TV ,Apr 1997 , Sep 1997,55883,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Sekaiichi Hatsukoi: Valentine-hen,Other,875.0,3083,7.8,1,15 min.,Movie ,Mar 2014 , Mar 2014,42044,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Tokyo Ghoul,Action,879.0,7,7.8,12,24 min. per ep.,TV ,Jul 2014 , Sep 2014,2840448,8.52,130.0,5.0,492861.0,144,"Sep  8, 2011 to Sep  18, 2014",['Seinen'],Young Jump,"Ishida, Sui (Story & Art)",True,3
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,Comedy,859.0,6020,7.81,1,1 hr. 29 min.,Movie ,Apr 2001 , Apr 2001,10889,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Owarimonogatari 2nd Season Recaps,Comedy,841.0,3930,7.82,2,25 min. per ep.,TV Special ,Aug 2017 , Aug 2017,26428,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Yuru Yuri♪♪,Comedy,838.0,1131,7.83,12,23 min. per ep.,TV ,Jul 2012 , Sep 2012,187922,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Saiyuuki Gaiden,Action,870.0,5049,7.81,3,30 min. per ep.,OVA ,Mar 2011 , Nov 2011,13899,8.26,348.0,1802.0,10622.0,35,"May  18, 1999 to May  16, 2009",[],GFantasy,"Minekura, Kazuya (Story & Art)",True,1
Yuusha-Ou GaoGaiGar,Adventure,844.0,4295,7.82,49,25 min. per ep.,TV ,Feb 1997 , Jan 1998,22650,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Break Blade Movie 5: Shisen no Hate,Action,846.0,2536,7.82,1,47 min.,Movie ,Jan 2011 , Jan 2011,55933,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
New Initial D Movie: Legend 3 - Mugen,Other,835.0,3988,7.83,1,1 hr.,Movie ,Feb 2016 , Feb 2016,28744,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Planetarian: Hoshi no Hito,Drama,836.0,2874,7.83,1,1 hr. 57 min.,Movie ,Sep 2016 , Sep 2016,49925,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Oniisama e...,Drama,840.0,3041,7.82,39,25 min. per ep.,TV ,Jul 1991 , May 1992,48754,7.59,2301.0,4284.0,4556.0,18,Feb  1974 to Aug  1974,['Shoujo'],Margaret,"Ikeda, Riyoko (Story & Art)",True,1
Igano Kabamaru,Action,831.0,5548,7.83,24,23 min. per ep.,TV ,Oct 1983 , Mar 1984,11552,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Psycho-Pass 3: First Inspector,Action,842.0,2063,7.82,3,46 min. per ep.,ONA ,Mar 2020 , Mar 2020,99277,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Ie Naki Ko,Adventure,830.0,4958,7.83,51,24 min. per ep.,TV ,Oct 1977 , Oct 1978,16537,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Hidamari Sketch x 365,Comedy,829.0,3487,7.83,13,24 min. per ep.,TV ,Jul 2008 , Sep 2008,32869,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Goku Sayonara Zetsubou Sensei,Other,827.0,2362,7.83,3,25 min. per ep.,OVA ,Oct 2008 , Feb 2009,65257,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Little Witch Academia (TV),Adventure,832.0,307,7.83,25,24 min. per ep.,TV ,Jan 2017 , Jun 2017,651198,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Lupin III: The First,Action,833.0,3752,7.83,1,1 hr. 32 min.,Movie ,Dec 2019 , Dec 2019,33418,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Chuan Shu Zijiu Zhinan,Drama,825.0,4900,7.83,10,20 min. per ep.,ONA ,Sep 2020 , Oct 2020,20107,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Danshi Koukousei no Nichijou Specials,Other,826.0,1462,7.83,6,3 min. per ep.,Special ,Apr 2012 , Sep 2012,138631,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
K-On!: Live House!,Other,822.0,1295,7.84,1,23 min.,Special ,Jan 2010 , Jan 2010,162653,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Gungrave,Action,821.0,1111,7.84,26,25 min. per ep.,TV ,Oct 2003 , Mar 2004,192396,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
91 Days,Action,824.0,270,7.83,12,24 min. per ep.,TV ,Jul 2016 , Oct 2016,730549,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Mahoujin Guruguru (2017),Adventure,834.0,3422,7.83,24,24 min. per ep.,TV ,Jul 2017 , Dec 2017,33571,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Break Blade Movie 4: Sanka no Chi,Action,817.0,2487,7.84,1,49 min.,Movie ,Oct 2010 , Oct 2010,58206,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Aggressive Retsuko (ONA) 3rd Season,Comedy,816.0,2170,7.84,10,16 min. per ep.,ONA ,Aug 2020 , Aug 2020,91423,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Eikoku Koi Monogatari Emma: Molders-hen,Drama,820.0,3851,7.84,12,25 min. per ep.,TV ,Apr 2007 , Jul 2007,28083,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Urusei Yatsura 2: Beautiful Dreamer,Action,812.0,4626,7.84,1,1 hr. 37 min.,Movie ,Feb 1984 , Feb 1984,21192,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Working'!!,Other,813.0,797,7.84,13,24 min. per ep.,TV ,Oct 2011 , Dec 2011,266137,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Mahoutsukai no Yome: Nishi no Shounen to Seiran no Kishi,Fantasy,823.0,2707,7.84,3,22 min. per ep.,OVA ,Sep 2021 , Sep 2022,74751,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Somali to Mori no Kamisama,Adventure,837.0,780,7.83,12,23 min. per ep.,TV ,Jan 2020 , Mar 2020,292396,7.71,1668.0,1008.0,17618.0,39,"Apr  26, 2015 to Oct  25, 2019",[],Web Comic Zenyon,"Gureishi, Yako (Story & Art)",True,1
Yi Nian Yong Heng,Action,814.0,5873,7.84,52,19 min. per ep.,ONA ,Aug 2020 , Jul 2021,17438,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Yume-iro Pâtissière,Other,815.0,2102,7.84,50,24 min. per ep.,TV ,Oct 2009 , Sep 2010,83955,7.81,1254.0,3030.0,6585.0,59,"Sep  3, 2008 to Aug  22, 2013",['Shoujo'],Ribon Magazine,"Matsumoto, Natsumi (Story & Art)",True,1
Michiko to Hatchin,Action,806.0,1075,7.84,22,22 min. per ep.,TV ,Oct 2008 , Mar 2009,204438,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Haikyuu!! (OVA),Other,828.0,3748,7.83,10,2 min. per ep.,OVA ,Mar 2020 , Mar 2020,32691,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Seto no Hanayome OVA,Comedy,808.0,2630,7.84,2,30 min. per ep.,OVA ,Nov 2008 , Jan 2009,53955,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Tasogare Otome x Amnesia,Horror,811.0,503,7.84,12,23 min. per ep.,TV ,Apr 2012 , Jun 2012,406546,8.21,413.0,346.0,46433.0,54,"Apr  22, 2008 to Sep  21, 2013",['Shounen'],Gangan Joker,Maybe (Story & Art),True,1
Seihou Bukyou Outlaw Star,Action,803.0,1336,7.85,24,25 min. per ep.,TV ,Jan 1998 , Jun 1998,158375,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Maria-sama ga Miteru 3rd,Drama,839.0,4119,7.82,5,50 min. per ep.,OVA ,Dec 2006 , Jul 2007,23373,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Soul Eater,Action,809.0,54,7.84,51,23 min. per ep.,TV ,Apr 2008 , Mar 2009,1639122,8.09,593.0,40.0,186141.0,117,"Jun  24, 2003 to Aug  12, 2013",['Shounen'],Shounen Gangan,"Ookubo, Atsushi (Story & Art)",True,3
InuYasha,Action,794.0,220,7.85,167,24 min. per ep.,TV ,Oct 2000 , Sep 2004,804371,7.86,1079.0,238.0,64735.0,558,"Nov  13, 1996 to Jun  15, 2008",['Shounen'],Shounen Sunday,"Takahashi, Rumiko (Story & Art)",True,1
Uchouten Kazoku,Comedy,804.0,1242,7.85,13,24 min. per ep.,TV ,Jul 2013 , Sep 2013,169039,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Paradise Kiss,Comedy,802.0,1005,7.85,12,24 min. per ep.,TV ,Oct 2005 , Dec 2005,231076,8.29,308.0,311.0,50862.0,48,"Mar  23, 1999 to Mar  22, 2003",['Josei'],Zipper,"Yazawa, Ai (Story & Art)",True,1
Jibaku Shounen Hanako-kun,Comedy,795.0,375,7.85,12,24 min. per ep.,TV ,Jan 2020 , Mar 2020,599807,8.57,102.0,112.0,110210.0,Unknown,"Dec  18, 2014 to ?",['Shounen'],GFantasy,"Aida, Iro (Story & Art)",True,1
Flanders no Inu (Movie),Other,791.0,4163,7.85,1,1 hr. 42 min.,Movie ,Mar 1997 , Mar 1997,22804,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Suzumiya Haruhi no Yuuutsu,Comedy,810.0,154,7.84,14,23 min. per ep.,TV ,Apr 2006 , Jul 2006,924502,7.75,1464.0,1023.0,17489.0,105,"Sep  26, 2005 to Sep  26, 2013",['Shounen'],Shounen Ace,"Tanigawa, Nagaru (Story), Tsugano, Gaku (Art)",True,1
Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,Action,789.0,3509,7.85,1,1 hr. 45 min.,Movie ,Oct 2015 , Oct 2015,31733,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Magic Kaito 1412,Adventure,787.0,1586,7.86,24,24 min. per ep.,TV ,Oct 2014 , Mar 2015,126494,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Id:Invaded,Mystery,793.0,636,7.85,13,24 min. per ep.,TV ,Jan 2020 , Mar 2020,375588,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
